row_id,place_id,place_name,city,state,category,latitude,longitude,visit_date,visit_year,visit_month,visit_month_name,day_of_week,is_weekend,season,time_of_day,weather_condition,temperature_c,humidity_percent,rainfall_mm,weather_suitability_score,user_rating,review_text,sentiment_score,sentiment_label,crowd_level,crowd_numeric,entry_free,entry_fee_inr,visit_duration,travel_type,would_revisit,would_recommend,final_recommendation_score
9672,PL7000,Solang Valley,Manali,Himachal Pradesh,Natural,32.31864,77.151749,2021-12-19,2021,12,December,Sunday,Yes,Winter,Night,Cloudy,8.9,57.0,1.1,0.63,4.8,Wonderful place to spend quality time with family,1.0,Positive,High,3.0,No,500.0,< 1 hour,Group,No,Yes,0.7155
9673,PL4498,Ooty Toy Train,Ooty,Tamil Nadu,Cultural,11.416291000000001,76.692778,2022-03-07,2022,3,March,Monday,No,Spring,Night,Heavy Rain,22.8,64.0,35.1,0.17,5.0,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,High,3.0,No,500.0,4-6 hours,Couple,Yes,Yes,0.6125
9674,PL7476,Munroe Island,Alleppey,Kerala,Natural,9.095968,76.53652000000001,2022-05-31,2022,5,May,Tuesday,No,Spring,Afternoon,Clear,20.4,44.0,0.8,0.86,4.0,Incredible architecture that leaves you speechless completely,1.0,Positive,Low,1.0,No,200.0,1-2 hours,Family,Yes,Yes,0.905
9675,PL5114,Hadimba Temple,Manali,Himachal Pradesh,Religious,32.23705,77.19269800000001,2023-07-13,2023,7,July,Thursday,No,Monsoon,Morning,Heavy Rain,23.8,75.0,37.1,0.14,4.0,"Very crowded on weekends, hard to enjoy the place peacefully",1.0,Positive,Medium,2.0,No,75.0,Full Day,Business,Yes,Yes,0.625
9676,PL7901,Hazratbal Shrine,Srinagar,Jammu & Kashmir,Religious,34.130791,74.83437599999999,2024-02-02,2024,2,February,Friday,No,Summer,Afternoon,Foggy,27.7,55.0,0.5,0.31,4.9,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,No,40.0,< 1 hour,Solo,Yes,,0.6415
9677,PL4561,Hussain Sagar Lake,Hyderabad,Telangana,Natural,17.424561,78.474997,2020-09-12,2020,9,September,Saturday,Yes,Monsoon,Evening,Cloudy,33.0,95.0,34.0,0.47,4.1,"Moderate crowd, facilities are acceptable for the price",0.0,Neutral,High,3.0,No,200.0,2-4 hours,Business,Yes,Yes,0.5085
9678,PL6821,Taj Mahal,Agra,Uttar Pradesh,Historic,27.170587,78.03991400000001,2024-10-09,2024,10,October,Wednesday,No,Winter,Night,Windy,20.4,53.0,2.8,0.41,4.1,"Great experience overall, very well maintained and clean",1.0,Positive,High,3.0,No,50.0,1-2 hours,Business,Yes,Yes,0.6185
9679,PL5443,Backwaters,Alleppey,Kerala,Natural,9.501275000000001,76.334449,2021-04-19,2021,4,April,Monday,No,Spring,Morning,Clear,22.0,,,0.97,4.5,"Worth every penny, the view was absolutely spectacular",0.0,Neutral,High,3.0,No,250.0,4-6 hours,Family,Yes,Yes,0.6575
9680,PL5997,Jallianwala Bagh,Amritsar,Punjab,Historic,31.618032,74.87803799999999,2021-07-18,2021,7,July,Sunday,Yes,Monsoon,Night,Light Rain,27.9,81.0,18.2,0.53,4.9,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,No,30.0,4-6 hours,Group,Yes,Yes,0.6965
9681,PL4498,Ooty Toy Train,Ooty,Tamil Nadu,Cultural,11.415001,76.688778,2019-02-25,2019,2,February,Monday,No,Summer,Night,Windy,,50.0,2.2,0.6,4.5,"Okay experience, could be better with improved maintenance",,,High,3.0,Yes,0.0,4-6 hours,Couple,Yes,,0.565
9682,PL1359,Salar Jung Museum,Hyderabad,Telangana,Cultural,17.375154000000002,78.475453,2023-12-11,2023,12,December,Monday,No,Winter,Afternoon,Sunny,18.1,41.0,1.5,0.76,4.3,Wonderful place to spend quality time with family,1.0,Positive,High,3.0,No,150.0,2-4 hours,Solo,No,Yes,0.718
9683,PL4819,Lotus Temple,Delhi,Delhi,Religious,28.558472,77.260122,2022-01-31,2022,1,January,Monday,No,Summer,Night,Clear,28.5,50.0,0.8,0.93,4.7,"Average attraction, suitable for tourists visiting nearby",0.0,Neutral,Low,1.0,Yes,0.0,Full Day,Solo,Yes,Yes,0.8395
9684,PL4776,Beas River,Manali,Himachal Pradesh,Natural,32.242805000000004,77.19138,2021-01-01,2021,1,January,Friday,No,Summer,Morning,Sunny,26.3,47.0,2.9,0.83,4.0,,0.0,Neutral,High,3.0,No,250.0,4-6 hours,Solo,,Yes,0.5925
9685,PL7387,Chhatrapati Shivaji Museum,Mumbai,Maharashtra,Cultural,18.922144,72.829988,2022-03-29,2022,3,March,Tuesday,No,Spring,Afternoon,Light Rain,21.9,59.0,38.4,0.64,3.7,"Okay experience, could be better with improved maintenance",0.0,Neutral,High,3.0,No,500.0,1-2 hours,Group,Yes,Yes,0.527
9686,PL8122,Golconda Fort,Hyderabad,Telangana,Historic,17.384171,78.398452,2021-06-01,2021,6,June,Tuesday,No,Monsoon,Morning,Heavy Rain,31.5,83.0,49.1,0.25,4.5,"Overpriced for what it offers, parking was a nightmare",-1.0,,High,3.0,No,30.0,Full Day,Family,Yes,Yes,0.3525
9687,PL6505,Shankaracharya Temple,Srinagar,Jammu & Kashmir,Religious,34.086672,74.847047,2021-10-17,2021,10,October,Sunday,Yes,Winter,Morning,Clear,13.0,44.0,1.1,0.94,5.0,"Mixed experience, some parts well maintained others not so",0.0,Neutral,Medium,2.0,No,40.0,Full Day,Couple,No,Yes,0.76
9688,PL2433,Durgakund Temple,Varanasi,Uttar Pradesh,Religious,25.30059,83.000235,2022-05-25,2022,5,May,Wednesday,No,Spring,Morning,Light Rain,19.6,43.0,20.5,0.72,4.2,Fine place for a quick stop during your city tour,0.0,Neutral,Low,1.0,No,150.0,1-2 hours,Couple,No,Yes,0.757
9689,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.926879,72.832058,2024-03-28,2024,3,March,Thursday,No,Spring,Evening,Clear,,73.0,2.9,0.77,4.2,Amazing historical significance and stunning architecture,1.0,Positive,Medium,2.0,No,40.0,< 1 hour,Couple,No,Yes,0.7945
9690,PL8420,City Palace,Jaipur,Rajasthan,Historic,26.925857,75.826335,2019-07-03,2019,7,July,Wednesday,No,Monsoon,Night,Windy,22.3,90.0,2.8,0.66,4.5,"Okay experience, could be better with improved maintenance",0.0,Neutral,Medium,2.0,Yes,0.0,,Couple,,Yes,0.66
9691,PL7999,Wagah Border,Amritsar,Punjab,Cultural,31.606073000000002,74.574997,2022-11-29,2022,11,November,Tuesday,No,Winter,Evening,Cloudy,13.0,62.0,22.0,0.56,5.0,"Perfect spot for photography, loved every moment here",1.0,Positive,High,3.0,No,200.0,4-6 hours,Solo,Yes,Yes,0.71
9692,PL7476,Munroe Island,Alleppey,Kerala,Natural,9.098348,76.542242,2024-09-02,2024,9,September,Monday,No,Monsoon,Evening,Windy,,66.0,1.3,0.64,4.5,Very informative guides and well preserved heritage site,0.0,Neutral,High,3.0,No,50.0,2-4 hours,Couple,No,,0.575
9693,PL7476,Munroe Island,Alleppey,Kerala,Natural,9.102592,76.542736,2020-04-16,2020,4,April,Thursday,No,Spring,Afternoon,Sunny,24.3,45.0,0.3,0.96,4.1,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,Yes,0.0,2-4 hours,Business,Yes,Yes,0.756
9694,PL4800,Thirumalai Nayakkar Palace,Madurai,Tamil Nadu,Historic,9.911225,78.124514,2022-07-02,2022,7,July,Saturday,Yes,Monsoon,Night,Heavy Rain,29.7,84.0,36.1,0.38,4.4,Fine place for a quick stop during your city tour,0.0,Neutral,Low,1.0,No,30.0,< 1 hour,Couple,Yes,Yes,0.684
9695,PL7476,Munroe Island,Alleppey,Kerala,Natural,9.096108,76.537919,2024-07-12,2024,7,July,Friday,No,Monsoon,Evening,Heavy Rain,25.7,82.0,,0.32,4.8,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,Low,1.0,Yes,0.0,4-6 hours,Group,Yes,Yes,0.818
9696,PL0581,Mysore Zoo,Mysore,Karnataka,Natural,12.298459,76.648659,2023-01-24,2023,1,January,Tuesday,No,Summer,Afternoon,Windy,26.6,51.0,2.8,0.45,5.0,"Okay experience, could be better with improved maintenance",0.0,Neutral,Low,1.0,No,500.0,Full Day,Group,Yes,Yes,0.7375
9697,PL4819,Lotus Temple,Delhi,Delhi,Religious,28.550675,77.257545,2019-12-19,2019,12,December,Thursday,No,Winter,Night,Partly Cloudy,14.1,55.0,0.3,0.8,4.8,Very informative guides and well preserved heritage site,0.0,Neutral,Low,1.0,No,500.0,< 1 hour,Couple,Yes,Yes,0.813
9698,PL8122,Golconda Fort,Hyderabad,Telangana,Historic,17.382624,78.404483,2023-07-12,2023,7,July,Wednesday,No,Monsoon,Afternoon,Partly Cloudy,23.4,83.0,1.1,0.94,5.0,"Peaceful and serene atmosphere, highly recommended to all",1.0,,High,3.0,Yes,0.0,< 1 hour,Couple,No,Yes,0.805
9699,PL9654,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Religious,25.311266,83.007402,2020-05-31,2020,5,May,Sunday,Yes,Spring,Evening,Clear,22.8,58.0,1.4,0.95,4.8,"Typical tourist spot, does the job for a short visit",0.0,,High,3.0,No,200.0,1-2 hours,Business,Yes,Yes,0.6705
9700,PL1806,Rose Garden,Ooty,Tamil Nadu,Natural,11.414749,76.711352,2024-12-10,2024,12,December,Tuesday,No,Winter,Afternoon,Foggy,16.6,49.0,1.8,0.18,4.1,"Loved the local food stalls nearby, great overall trip",1.0,Positive,Low,1.0,No,20.0,1-2 hours,Couple,No,Yes,0.741
9701,PL5619,Mysore Palace,Mysore,Karnataka,Historic,12.303277999999999,76.654195,2019-08-05,2019,8,August,Monday,No,Monsoon,Morning,Partly Cloudy,32.1,79.0,1.2,0.86,4.8,Very informative guides and well preserved heritage site,0.0,Neutral,Medium,2.0,No,200.0,,Family,Yes,Yes,0.728
9702,PL4354,Partition Museum,Amritsar,Punjab,Cultural,31.635088,74.875804,2024-10-24,2024,10,October,Thursday,No,Winter,Afternoon,Heavy Rain,8.6,58.0,,,4.2,"Mesmerizing beauty, the sunset here was simply divine",,,Low,1.0,No,250.0,4-6 hours,Solo,Yes,Yes,0.787
9703,PL7369,Ramoji Film City,Hyderabad,Telangana,Cultural,17.251021,78.679264,2022-06-25,2022,6,June,Saturday,Yes,Monsoon,Night,Light Rain,29.9,87.0,40.2,0.56,4.5,"Mesmerizing beauty, the sunset here was simply divine",,,High,,No,30.0,4-6 hours,Solo,No,Yes,0.68
9704,PL8003,Sundarbans,Kolkata,West Bengal,Natural,21.953287,88.991119,2024-07-01,2024,7,July,Monday,No,Monsoon,Morning,Sunny,27.6,76.0,0.1,0.84,4.6,Fine place for a quick stop during your city tour,0.0,Neutral,Medium,2.0,No,,2-4 hours,Business,No,Yes,0.711
9705,PL7369,Ramoji Film City,Hyderabad,Telangana,Cultural,17.25131,78.676958,2021-05-11,2021,5,May,Tuesday,No,Spring,Afternoon,Cloudy,25.1,68.0,25.0,0.41,4.7,Superb ambiance and the staff was extremely helpful,1.0,Positive,Low,1.0,No,200.0,4-6 hours,Group,,Yes,0.8345
9706,PL2433,Durgakund Temple,Varanasi,Uttar Pradesh,Religious,25.297081,82.992327,2021-01-31,2021,1,January,Sunday,Yes,Summer,Night,Cloudy,42.0,29.0,42.9,0.45,4.3,One of the most beautiful places I have ever seen in my life,1.0,Positive,High,3.0,No,50.0,< 1 hour,Family,Yes,Yes,0.6405
9707,PL7146,Marari Beach,Alleppey,Kerala,Natural,9.583797,76.30772499999999,2020-08-04,2020,8,August,Tuesday,No,Monsoon,Evening,Sunny,38.1,84.0,2.6,0.76,5.0,Reasonable entry fee for what the place offers visitors,0.0,Neutral,High,3.0,Yes,0.0,1-2 hours,Solo,Yes,Yes,0.635
9708,PL8420,City Palace,Jaipur,Rajasthan,Historic,26.927424,75.824482,2022-02-04,2022,2,February,Friday,No,Summer,Morning,Windy,34.1,32.0,1.3,0.7,3.3,Wonderful place to spend quality time with family,1.0,Positive,High,3.0,No,500.0,2-4 hours,Group,Yes,Yes,0.643
9709,PL9604,Jal Mahal,Jaipur,Rajasthan,Natural,26.951744,75.850457,2021-09-18,2021,9,September,Saturday,Yes,Monsoon,Morning,Foggy,22.8,76.0,0.2,,5.0,"Not worth the entry fee, basic facilities were lacking",,,Medium,2.0,No,100.0,1-2 hours,Business,Yes,Yes,0.4625
9710,PL4561,Hussain Sagar Lake,Hyderabad,Telangana,Natural,17.423837,78.474712,2021-09-12,2021,9,September,Sunday,Yes,Monsoon,Evening,Clear,27.6,89.0,2.8,0.83,4.9,"Okay experience, could be better with improved maintenance",0.0,Neutral,High,3.0,No,40.0,Full Day,Couple,Yes,Yes,0.6465
9711,PL5181,Dakshineswar Kali Temple,Kolkata,West Bengal,Religious,22.656678,88.359405,2019-01-18,2019,1,January,Friday,No,Summer,Night,Clear,26.3,34.0,0.0,0.89,4.8,Amazing historical significance and stunning architecture,1.0,Positive,Low,1.0,Yes,0.0,2-4 hours,Family,Yes,Yes,0.9605
9712,PL5997,Jallianwala Bagh,Amritsar,Punjab,Historic,31.622170999999998,74.87239,2020-10-29,2020,10,October,Thursday,No,Winter,Morning,Cloudy,21.9,55.0,34.1,0.58,5.0,,1.0,Positive,Medium,2.0,No,500.0,1-2 hours,Group,Yes,Yes,0.795
9713,PL5358,Indian Museum,Kolkata,West Bengal,Cultural,22.560592,88.350762,2020-05-09,2020,5,May,Saturday,Yes,Spring,Afternoon,Partly Cloudy,25.9,54.0,3.0,0.78,4.3,One of the most beautiful places I have ever seen in my life,1.0,Positive,High,3.0,No,40.0,,Business,Yes,Yes,0.723
9714,PL4354,Partition Museum,Amritsar,Punjab,Cultural,31.635816000000002,74.87029500000001,2019-07-29,2019,7,July,Monday,No,Monsoon,Afternoon,Light Rain,26.9,71.0,0.9,0.56,4.1,"Great experience overall, very well maintained and clean",1.0,Positive,Medium,2.0,No,500.0,< 1 hour,Solo,Yes,Yes,0.736
9715,PL5997,Jallianwala Bagh,Amritsar,Punjab,Historic,31.62424,74.87819499999999,2023-09-11,2023,9,September,Monday,No,Monsoon,Morning,Partly Cloudy,26.9,74.0,3.0,0.99,3.9,Amazing historical significance and stunning architecture,1.0,Positive,Low,,No,100.0,Full Day,Solo,Yes,,0.9315
9716,PL8420,City Palace,Jaipur,Rajasthan,Historic,26.929461999999997,75.818883,2024-08-11,2024,8,August,Sunday,Yes,Monsoon,Afternoon,Partly Cloudy,29.5,80.0,1.3,0.9,4.4,"Peaceful and serene atmosphere, highly recommended to all",,,High,3.0,Yes,0.0,4-6 hours,Group,Yes,Yes,0.759
9717,PL9780,Old Manali,Manali,Himachal Pradesh,Cultural,32.255472000000005,77.171318,2020-09-03,2020,9,September,Thursday,No,Monsoon,Afternoon,Light Rain,31.4,84.0,6.1,0.51,4.0,Not as grand as expected but still worth a short visit,0.0,Neutral,High,3.0,No,100.0,1-2 hours,Solo,,Yes,0.5125
9718,PL7146,Marari Beach,Alleppey,Kerala,Natural,9.5879,76.306849,2023-09-07,2023,9,September,Thursday,No,Monsoon,Evening,Foggy,25.1,67.0,2.4,0.34,4.5,"Typical tourist spot, does the job for a short visit",0.0,Neutral,Low,1.0,Yes,0.0,2-4 hours,Group,Yes,Yes,0.68
9719,PL7835,Hawa Mahal,Jaipur,Rajasthan,Historic,26.92296,75.827364,2020-09-05,2020,9,September,Saturday,Yes,Monsoon,Evening,Partly Cloudy,15.0,85.0,2.1,0.81,3.8,"Loved the local food stalls nearby, great overall trip",,,High,3.0,No,200.0,Full Day,Business,Yes,Yes,0.7005
9720,PL5114,Hadimba Temple,Manali,Himachal Pradesh,Religious,32.241067,77.18917400000001,2021-03-09,2021,3,March,Tuesday,No,Spring,Morning,Windy,25.5,66.0,2.0,0.57,4.2,"Decent place to visit, nothing extraordinary but okay",0.0,Neutral,Low,,No,20.0,< 1 hour,Couple,No,Yes,0.7195
9721,PL4561,Hussain Sagar Lake,Hyderabad,Telangana,Natural,17.428681,78.47572199999999,2023-02-18,2023,2,February,Saturday,Yes,Summer,Morning,Sunny,29.8,40.0,2.6,0.77,4.4,Very informative guides and well preserved heritage site,0.0,,Medium,2.0,Yes,0.0,2-4 hours,Solo,Yes,Yes,0.6815
9722,PL5780,Pari Mahal,Srinagar,Jammu & Kashmir,Historic,34.073847,74.85018199999999,2019-12-24,2019,12,December,Tuesday,No,Winter,Night,Windy,19.6,52.0,2.8,0.6,4.7,Superb ambiance and the staff was extremely helpful,1.0,Positive,High,3.0,No,50.0,2-4 hours,Group,No,Yes,0.702
9723,PL9654,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Religious,25.306579,83.006018,2021-09-09,2021,9,September,Thursday,No,Monsoon,Night,Light Rain,27.3,79.0,36.0,0.58,5.0,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,Medium,2.0,No,50.0,4-6 hours,Group,No,Yes,0.795
9724,PL7790,Golden Temple,Amritsar,Punjab,Religious,31.617217,74.878712,2020-04-22,2020,4,April,Wednesday,No,Spring,Afternoon,Foggy,24.7,72.0,1.5,0.16,5.0,"Peaceful and serene atmosphere, highly recommended to all",1.0,,Medium,2.0,No,30.0,2-4 hours,Family,,Yes,0.69
9725,PL6568,Humayun's Tomb,Delhi,Delhi,Historic,28.592807999999998,77.25312199999999,2024-01-01,2024,1,January,Monday,No,Summer,Morning,Partly Cloudy,30.4,46.0,,0.98,3.8,"Okay experience, could be better with improved maintenance",0.0,Neutral,Low,1.0,Yes,0.0,Full Day,Family,Yes,Yes,0.798
9726,PL5619,Mysore Palace,Mysore,Karnataka,Historic,12.308838,76.65304400000001,2021-12-27,2021,12,December,Monday,No,Winter,Evening,Clear,10.1,54.0,2.0,0.89,5.0,,0.0,Neutral,Medium,2.0,No,40.0,< 1 hour,Group,No,Yes,0.7475
9727,PL0197,Rohtang Pass,Manali,Himachal Pradesh,Natural,32.368799,77.246206,2019-05-27,2019,5,May,Monday,No,Spring,Evening,Clear,,45.0,2.0,1.0,4.7,,-1.0,Negative,High,3.0,No,100.0,2-4 hours,Family,Yes,Yes,0.552
9728,PL4820,Amber Fort,Jaipur,Rajasthan,Historic,26.983925999999997,75.84867399999999,2020-08-07,2020,8,August,Friday,No,Monsoon,Afternoon,Heavy Rain,26.8,78.0,15.2,0.13,4.3,"Peaceful and serene atmosphere, highly recommended to all",1.0,,Medium,2.0,Yes,0.0,Full Day,Group,No,Yes,0.6405
9729,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.925495,72.83158,2024-04-07,2024,4,April,Sunday,Yes,Spring,Night,Partly Cloudy,18.9,60.0,3.0,0.96,3.8,"Not worth the entry fee, basic facilities were lacking",,,Medium,2.0,No,40.0,2-4 hours,Group,Yes,Yes,0.568
9730,PL9780,Old Manali,Manali,Himachal Pradesh,Cultural,32.253877,77.170909,2023-12-23,2023,12,December,Saturday,Yes,Winter,Night,Foggy,,53.0,,0.2,4.2,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,No,,2-4 hours,Group,Yes,Yes,0.572
9731,PL5033,Marine Drive,Mumbai,Maharashtra,Natural,18.940125,72.819139,2023-12-26,2023,12,December,Tuesday,No,Winter,Night,Partly Cloudy,11.3,56.0,2.7,0.95,4.8,"Unforgettable experience, will definitely visit again soon",1.0,Positive,Low,1.0,Yes,0.0,1-2 hours,Group,Yes,Yes,0.9755
9732,PL7220,St. Philomena's Church,Mysore,Karnataka,Religious,12.316464,76.661381,2020-07-06,2020,7,July,Monday,No,Monsoon,Evening,Heavy Rain,27.6,85.0,8.5,0.16,5.0,,0.0,,Medium,2.0,No,50.0,Full Day,Business,Yes,Yes,0.565
9733,PL5780,Pari Mahal,Srinagar,Jammu & Kashmir,Historic,34.071852,74.84806599999999,2023-11-27,2023,11,November,Monday,No,Winter,Afternoon,Foggy,20.4,51.0,1.3,0.19,4.1,,1.0,Positive,Medium,2.0,No,40.0,< 1 hour,,Yes,Yes,0.6435
9734,PL7790,Golden Temple,Amritsar,Punjab,Religious,31.619584,74.87314099999999,2023-11-12,2023,11,November,Sunday,Yes,Winter,Morning,Windy,13.4,52.0,0.1,0.72,4.7,"Mixed experience, some parts well maintained others not so",0.0,Neutral,High,3.0,No,250.0,,Solo,Yes,Yes,0.607
9735,PL7369,Ramoji Film City,Hyderabad,Telangana,Cultural,17.251877,78.68355700000001,2023-10-23,2023,10,October,Monday,No,Winter,Night,Partly Cloudy,15.7,51.0,2.7,0.87,5.0,"Great experience overall, very well maintained and clean",1.0,Positive,Medium,2.0,Yes,0.0,< 1 hour,Solo,Yes,Yes,0.8675
9736,PL7835,Hawa Mahal,Jaipur,Rajasthan,Historic,26.91956,75.831439,2021-07-25,2021,7,July,Sunday,Yes,Monsoon,Afternoon,Cloudy,24.2,96.0,24.4,0.5,4.7,Very informative guides and well preserved heritage site,0.0,Neutral,Medium,2.0,No,50.0,1-2 hours,Business,Yes,,0.632
9737,PL0581,Mysore Zoo,Mysore,Karnataka,Natural,12.30426,76.657117,2019-05-10,2019,5,May,Friday,No,Spring,Evening,Sunny,22.0,51.0,0.9,,4.1,"Not worth the entry fee, basic facilities were lacking",-1.0,Negative,Medium,2.0,No,150.0,< 1 hour,Group,Yes,Yes,0.591
9738,PL8460,Karanji Lake,Mysore,Karnataka,Natural,12.289877,76.64719199999999,2021-01-04,2021,1,January,Monday,No,Summer,Morning,Cloudy,33.0,55.0,32.1,0.58,,"Misleading photos online, reality was quite underwhelming",,,Low,1.0,No,500.0,Full Day,Couple,Yes,Yes,0.603
9739,PL6461,Juhu Beach,Mumbai,Maharashtra,Natural,19.087499,72.822744,2023-10-12,2023,10,October,Thursday,No,Winter,Morning,Sunny,15.8,57.0,1.3,0.78,4.3,Not as grand as expected but still worth a short visit,0.0,Neutral,High,3.0,No,150.0,4-6 hours,Business,No,Yes,0.598
9740,PL7476,Munroe Island,Alleppey,Kerala,Natural,9.103769,76.54008200000001,2020-08-21,2020,8,August,Friday,No,Monsoon,Evening,Foggy,32.9,65.0,2.8,0.31,4.7,Fine place for a quick stop during your city tour,0.0,Neutral,Medium,2.0,No,75.0,< 1 hour,Group,Yes,Yes,0.5845
9741,PL8858,Elephanta Caves,Mumbai,Maharashtra,Historic,18.962406,72.936252,2023-10-19,2023,10,October,Thursday,No,Winter,Afternoon,Clear,14.0,54.0,2.9,0.97,3.3,"Good for a one time visit, average experience overall",0.0,Neutral,Medium,2.0,No,250.0,1-2 hours,Group,Yes,No,0.6655
9742,PL4820,Amber Fort,Jaipur,Rajasthan,Historic,26.984046,75.84674,2024-05-08,2024,5,May,Wednesday,No,Spring,Morning,Heavy Rain,24.7,53.0,5.9,0.17,4.6,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,Low,1.0,Yes,0.0,Full Day,Group,Yes,Yes,0.7685
9743,PL5111,Ramnagar Fort,Varanasi,Uttar Pradesh,Historic,25.284404,83.038731,2023-05-06,2023,5,May,Saturday,Yes,Spring,Night,Windy,21.8,62.0,2.4,0.5,3.8,"Peaceful and serene atmosphere, highly recommended to all",,,High,3.0,No,250.0,< 1 hour,Solo,Yes,Yes,0.623
9744,PL2433,Durgakund Temple,Varanasi,Uttar Pradesh,Religious,25.295073,82.99158,2024-02-03,2024,2,February,Saturday,Yes,Summer,Afternoon,Heavy Rain,33.1,43.0,37.9,0.18,4.1,"Worth every penny, the view was absolutely spectacular",0.0,Neutral,Low,1.0,No,150.0,2-4 hours,Group,,Yes,0.616
9745,PL2849,Varanasi Ghats,Varanasi,Uttar Pradesh,Religious,25.319466,83.009855,2020-08-01,2020,8,August,Saturday,Yes,Monsoon,Morning,Clear,33.1,84.0,2.3,0.89,4.6,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,High,3.0,No,,4-6 hours,Group,Yes,,0.7685
9746,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.924704000000002,72.834493,2024-03-15,2024,3,March,Friday,No,Spring,Morning,Light Rain,23.8,52.0,32.5,0.72,4.1,Reasonable entry fee for what the place offers visitors,0.0,Neutral,Low,1.0,No,200.0,1-2 hours,Business,Yes,Yes,0.751
9747,PL1359,Salar Jung Museum,Hyderabad,Telangana,Cultural,17.367639,78.476324,2024-11-29,2024,11,November,Friday,No,Winter,Evening,Cloudy,17.2,62.0,17.0,0.56,4.3,"Absolutely breathtaking experience, must visit for everyone",1.0,,High,3.0,Yes,0.0,Full Day,Group,Yes,,0.668
9748,PL1954,Birla Mandir,Hyderabad,Telangana,Religious,17.410743999999998,78.47334599999999,2023-12-22,2023,12,December,Friday,No,Winter,Night,Light Rain,15.2,50.0,25.5,0.61,4.4,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,Low,1.0,No,30.0,Full Day,Family,Yes,Yes,0.8665
9749,PL9654,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Religious,25.306766,83.012494,2020-01-02,2020,1,January,Thursday,No,Summer,Morning,Windy,,42.0,1.3,0.42,4.6,"Long queues and rude staff, spoiled the overall experience",,,High,3.0,No,250.0,,Solo,Yes,Yes,0.401
9750,PL2433,Durgakund Temple,Varanasi,Uttar Pradesh,Religious,25.298669999999998,82.999257,2019-09-24,2019,9,September,Tuesday,No,Monsoon,Afternoon,Cloudy,31.4,88.0,47.2,0.73,4.4,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,High,3.0,No,500.0,1-2 hours,Family,Yes,Yes,0.7165
9751,PL6568,Humayun's Tomb,Delhi,Delhi,Historic,28.589655,77.25333499999999,2020-02-09,2020,2,February,Sunday,Yes,Summer,Morning,Foggy,33.4,37.0,1.6,,4.3,Superb ambiance and the staff was extremely helpful,1.0,Positive,High,3.0,No,250.0,1-2 hours,Family,Yes,Yes,0.5955
9752,PL2700,Mughal Gardens,Srinagar,Jammu & Kashmir,Natural,34.120677,74.87273,2023-10-31,2023,10,October,Tuesday,No,Winter,Morning,Windy,,43.0,0.7,0.43,4.2,Not as grand as expected but still worth a short visit,0.0,,High,3.0,No,50.0,Full Day,Business,Yes,,0.5045
9753,PL7220,St. Philomena's Church,Mysore,Karnataka,Religious,12.315256,76.656356,2022-01-17,2022,1,January,Monday,No,Summer,Morning,Foggy,35.0,37.0,1.3,0.24,4.3,Amazing historical significance and stunning architecture,1.0,Positive,High,3.0,Yes,0.0,Full Day,Group,Yes,Yes,0.588
9754,PL0876,Howrah Bridge,Kolkata,West Bengal,Monument,22.588355,88.346479,2022-09-03,2022,9,September,Saturday,Yes,Monsoon,Night,Clear,32.7,75.0,0.1,0.79,4.6,Superb ambiance and the staff was extremely helpful,1.0,Positive,High,3.0,Yes,0.0,2-4 hours,Solo,Yes,Yes,0.7435
9755,PL6341,Siddhivinayak Temple,Mumbai,Maharashtra,Religious,19.01479,72.829115,2020-06-28,2020,6,June,Sunday,Yes,Monsoon,Afternoon,Windy,19.8,67.0,0.0,,5.0,Not as grand as expected but still worth a short visit,,,High,3.0,Yes,0.0,1-2 hours,Solo,No,,0.61
9756,PL6942,Koodal Azhagar Temple,Madurai,Tamil Nadu,Religious,9.908106,78.11699,2023-02-25,2023,2,February,Saturday,Yes,Summer,Morning,Clear,33.5,67.0,,0.82,3.8,"Overcrowded and poorly maintained, very disappointing visit",-1.0,Negative,High,3.0,Yes,0.0,< 1 hour,Solo,Yes,Yes,0.453
9757,PL8122,Golconda Fort,Hyderabad,Telangana,Historic,17.380881,78.398658,2019-09-25,2019,9,September,Wednesday,No,Monsoon,Night,Light Rain,22.3,72.0,14.6,0.49,4.9,"Long queues and rude staff, spoiled the overall experience",,,High,3.0,No,30.0,Full Day,Couple,Yes,Yes,0.4365
